304 76 0 228 0 932 670 270 1
266 114 0 228 0 932 670 270 1
310 0 0 192 0 971 850.6 3 0
190 190 0 228 0 932 670 270 1
266 114 0 228 0 932 670 180 1
342 38 0 228 0 932 670 270 1
139.6 209.4 0 192 0 1047 806.9 360 1
332.5 142.5 0 228 0 932 594 7 0
190 190 0 228 0 932 670 28 1
485 0 0 146 0 1120 800 28 1
374 189.2 0 170.1 10.1 926.1 756.7 3 0
313.3 262.2 0 175.5 8.6 1046.9 611.8 3 0
425 106.3 0 153.5 16.5 852.1 887.1 3 0
425 106.3 0 151.4 18.6 936 803.7 3 1
375 93.8 0 126.6 23.4 852.1 992.6 3 0
475 118.8 0 181.1 8.9 852.1 781.5 3 1
469 117.2 0 137.8 32.2 852.1 840.5 3 1
425 106.3 0 153.5 16.5 852.1 887.1 3 0
388.6 97.1 0 157.9 12.1 852.1 925.7 3 0
531.3 0 0 141.8 28.2 852.1 893.7 3 1
425 106.3 0 153.5 16.5 852.1 887.1 3 0
318.8 212.5 0 155.7 14.3 852.1 880.4 3 0
401.8 94.7 0 147.4 11.4 946.8 852.1 3 1
362.6 189 0 164.9 11.6 944.7 755.8 3 1
323.7 282.8 0 183.8 10.3 942.7 659.9 3 0
379.5 151.2 0 153.9 15.9 1134.3 605 3 0
362.6 189 0 164.9 11.6 944.7 755.8 3 1
286.3 200.9 0 144.7 11.2 1004.6 803.7 3 0
362.6 189 0 164.9 11.6 944.7 755.8 3 1
439 177 0 186 11.1 884.9 707.9 3 1
389.9 189 0 145.9 22 944.7 755.8 3 1
362.6 189 0 164.9 11.6 944.7 755.8 3 1
337.9 189 0 174.9 9.5 944.7 755.8 3 0
374 189.2 0 170.1 10.1 926.1 756.7 7 1
313.3 262.2 0 175.5 8.6 1046.9 611.8 7 1
425 106.3 0 153.5 16.5 852.1 887.1 7 1
425 106.3 0 151.4 18.6 936 803.7 7 1
375 93.8 0 126.6 23.4 852.1 992.6 7 1
475 118.8 0 181.1 8.9 852.1 781.5 7 1
469 117.2 0 137.8 32.2 852.1 840.5 7 1
425 106.3 0 153.5 16.5 852.1 887.1 7 1
388.6 97.1 0 157.9 12.1 852.1 925.7 7 1
531.3 0 0 141.8 28.2 852.1 893.7 7 1
425 106.3 0 153.5 16.5 852.1 887.1 7 1
318.8 212.5 0 155.7 14.3 852.1 880.4 7 0
401.8 94.7 0 147.4 11.4 946.8 852.1 7 1
362.6 189 0 164.9 11.6 944.7 755.8 7 1
323.7 282.8 0 183.8 10.3 942.7 659.9 7 1
379.5 151.2 0 153.9 15.9 1134.3 605 7 1
362.6 189 0 164.9 11.6 944.7 755.8 7 1
286.3 200.9 0 144.7 11.2 1004.6 803.7 7 1
362.6 189 0 164.9 11.6 944.7 755.8 7 1
439 177 0 186 11.1 884.9 707.9 7 1
389.9 189 0 145.9 22 944.7 755.8 7 1
362.6 189 0 164.9 11.6 944.7 755.8 7 0
337.9 189 0 174.9 9.5 944.7 755.8 7 1
374 189.2 0 170.1 10.1 926.1 756.7 28 1
313.3 262.2 0 175.5 8.6 1046.9 611.8 28 1
425 106.3 0 153.5 16.5 852.1 887.1 28 1
425 106.3 0 151.4 18.6 936 803.7 28 1
375 93.8 0 126.6 23.4 852.1 992.6 28 1
475 118.8 0 181.1 8.9 852.1 781.5 28 1
469 117.2 0 137.8 32.2 852.1 840.5 28 1
425 106.3 0 153.5 16.5 852.1 887.1 28 1
388.6 97.1 0 157.9 12.1 852.1 925.7 28 1
531.3 0 0 141.8 28.2 852.1 893.7 28 1
425 106.3 0 153.5 16.5 852.1 887.1 28 1
318.8 212.5 0 155.7 14.3 852.1 880.4 28 1
401.8 94.7 0 147.4 11.4 946.8 852.1 28 1
362.6 189 0 164.9 11.6 944.7 755.8 28 1
323.7 282.8 0 183.8 10.3 942.7 659.9 28 1
379.5 151.2 0 153.9 15.9 1134.3 605 28 1
362.6 189 0 164.9 11.6 944.7 755.8 28 1
286.3 200.9 0 144.7 11.2 1004.6 803.7 28 1
362.6 189 0 164.9 11.6 944.7 755.8 28 1
439 177 0 186 11.1 884.9 707.9 28 1
389.9 189 0 145.9 22 944.7 755.8 28 1
362.6 189 0 164.9 11.6 944.7 755.8 28 1
337.9 189 0 174.9 9.5 944.7 755.8 28 1
374 189.2 0 170.1 10.1 926.1 756.7 56 1
313.3 262.2 0 175.5 8.6 1046.9 611.8 56 1
425 106.3 0 153.5 16.5 852.1 887.1 56 1
425 106.3 0 151.4 18.6 936 803.7 56 1
375 93.8 0 126.6 23.4 852.1 992.6 56 1
475 118.8 0 181.1 8.9 852.1 781.5 56 1
469 117.2 0 137.8 32.2 852.1 840.5 56 1
425 106.3 0 153.5 16.5 852.1 887.1 56 1
388.6 97.1 0 157.9 12.1 852.1 925.7 56 1
531.3 0 0 141.8 28.2 852.1 893.7 56 1
425 106.3 0 153.5 16.5 852.1 887.1 56 1
318.8 212.5 0 155.7 14.3 852.1 880.4 56 1
401.8 94.7 0 147.4 11.4 946.8 852.1 56 1
362.6 189 0 164.9 11.6 944.7 755.8 56 1
323.7 282.8 0 183.8 10.3 942.7 659.9 56 1
379.5 151.2 0 153.9 15.9 1134.3 605 56 1
362.6 189 0 164.9 11.6 944.7 755.8 56 1
286.3 200.9 0 144.7 11.2 1004.6 803.7 56 1
362.6 189 0 164.9 11.6 944.7 755.8 56 1
439 177 0 186 11.1 884.9 707.9 56 1
389.9 189 0 145.9 22 944.7 755.8 56 1
362.6 189 0 164.9 11.6 944.7 755.8 56 1
337.9 189 0 174.9 9.5 944.7 755.8 56 1
374 189.2 0 170.1 10.1 926.1 756.7 91 1
313.3 262.2 0 175.5 8.6 1046.9 611.8 91 1
425 106.3 0 153.5 16.5 852.1 887.1 91 1
425 106.3 0 151.4 18.6 936 803.7 91 1
375 93.8 0 126.6 23.4 852.1 992.6 91 1
475 118.8 0 181.1 8.9 852.1 781.5 91 1
469 117.2 0 137.8 32.2 852.1 840.5 91 1
425 106.3 0 153.5 16.5 852.1 887.1 91 1
388.6 97.1 0 157.9 12.1 852.1 925.7 91 1
531.3 0 0 141.8 28.2 852.1 893.7 91 1
425 106.3 0 153.5 16.5 852.1 887.1 91 1
318.8 212.5 0 155.7 14.3 852.1 880.4 91 1
401.8 94.7 0 147.4 11.4 946.8 852.1 91 1
362.6 189 0 164.9 11.6 944.7 755.8 91 1
379.5 151.2 0 153.9 15.9 1134.3 605 91 1
362.6 189 0 164.9 11.6 944.7 755.8 91 1
286.3 200.9 0 144.7 11.2 1004.6 803.7 91 1
362.6 189 0 164.9 11.6 944.7 755.8 91 1
439 177 0 186 11.1 884.9 707.9 91 1
389.9 189 0 145.9 22 944.7 755.8 91 1
362.6 189 0 164.9 11.6 944.7 755.8 91 1
337.9 189 0 174.9 9.5 944.7 755.8 91 1
222.36 0 96.67 189.29 4.46 967.08 870.32 3 0
222.36 0 96.67 189.29 4.46 967.08 870.32 14 0
222.36 0 96.67 189.29 4.46 967.08 870.32 28 0
222.36 0 96.67 189.29 4.46 967.08 870.32 56 0
222.36 0 96.67 189.29 4.46 967.08 870.32 100 1
233.81 0 94.58 197.89 4.567 947.04 852.16 3 0
233.81 0 94.58 197.89 4.567 947.04 852.16 14 0
233.81 0 94.58 197.89 4.567 947.04 852.16 28 0
233.81 0 94.58 197.89 4.567 947.04 852.16 56 0
233.81 0 94.58 197.89 4.567 947.04 852.16 100 1
194.68 0 100.52 165.62 7.48 1006.4 905.9 3 0
194.68 0 100.52 165.62 7.48 1006.4 905.9 14 0
194.68 0 100.52 165.62 7.48 1006.4 905.9 28 0
194.68 0 100.52 165.62 7.48 1006.4 905.9 56 0
194.68 0 100.52 165.62 7.48 1006.4 905.9 100 1
190.68 0 125.4 162.14 7.77 1090 804.01 3 0
190.68 0 125.4 162.14 7.77 1090 804.01 14 0
190.68 0 125.4 162.14 7.77 1090 804.01 28 0
190.68 0 125.4 162.14 7.77 1090 804.01 56 1
190.68 0 125.4 162.14 7.77 1090 804.01 100 1
212.07 0 121.62 180.31 5.69 1057.6 779.32 3 0
212.07 0 121.62 180.31 5.69 1057.6 779.32 14 0
212.07 0 121.62 180.31 5.69 1057.6 779.32 28 0
212.07 0 121.62 180.31 5.69 1057.6 779.32 56 0
212.07 0 121.62 180.31 5.69 1057.6 779.32 100 1
229.97 0 118.31 195.47 4.63 1029.4 758.59 3 0
229.97 0 118.31 195.47 4.63 1029.4 758.59 14 0
229.97 0 118.31 195.47 4.63 1029.4 758.59 28 0
229.97 0 118.31 195.47 4.63 1029.4 758.59 56 0
229.97 0 118.31 195.47 4.63 1029.4 758.59 100 1
190.34 0 125.18 161.85 9.88 1088.1 802.59 3 0
190.34 0 125.18 161.85 9.88 1088.1 802.59 14 0
190.34 0 125.18 161.85 9.88 1088.1 802.59 28 0
190.34 0 125.18 161.85 9.88 1088.1 802.59 56 1
190.34 0 125.18 161.85 9.88 1088.1 802.59 100 1
166.09 0 163.27 176.46 4.49 1058.6 780.09 3 0
166.09 0 163.27 176.46 4.49 1058.6 780.09 14 0
166.09 0 163.27 176.46 4.49 1058.6 780.09 28 0
166.09 0 163.27 176.46 4.49 1058.6 780.09 56 0
166.09 0 163.27 176.46 4.49 1058.6 780.09 100 0
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 3 0
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 14 0
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 28 0
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 56 0
167.95 42.08 163.83 121.75 5.72 1058.7 780.11 100 1
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 3 0
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 14 0
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 28 1
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 56 1
213.72 98.05 24.51 181.71 6.86 1065.8 785.38 100 1
213.76 98.06 24.52 181.74 6.65 1066 785.52 3 0
213.76 98.06 24.52 181.74 6.65 1066 785.52 14 0
213.76 98.06 24.52 181.74 6.65 1066 785.52 28 1
213.76 98.06 24.52 181.74 6.65 1066 785.52 56 1
213.76 98.06 24.52 181.74 6.65 1066 785.52 100 1
229.68 0 118.16 195.23 6.13 1028.1 757.63 3 0
229.68 0 118.16 195.23 6.13 1028.1 757.63 14 0
229.68 0 118.16 195.23 6.13 1028.1 757.63 28 0
229.68 0 118.16 195.23 6.13 1028.1 757.63 56 0
229.68 0 118.16 195.23 6.13 1028.1 757.63 100 1
238.05 0 94.11 186.66 7 949.91 847.01 3 0
238.05 0 94.11 186.66 7 949.91 847.01 14 0
238.05 0 94.11 186.66 7 949.91 847.01 28 0
238.05 0 94.11 186.66 7 949.91 847.01 56 1
238.05 0 94.11 186.66 7 949.91 847.01 100 1
250 0 95.69 187.42 5.53 956.86 861.17 3 0
250 0 95.69 187.42 5.53 956.86 861.17 14 0
250 0 95.69 187.42 5.53 956.86 861.17 28 0
250 0 95.69 187.42 5.53 956.86 861.17 56 1
250 0 95.69 187.42 5.53 956.86 861.17 100 1
212.52 0 100.37 159.32 8.71 1007.8 903.59 3 0
212.52 0 100.37 159.32 8.71 1007.8 903.59 14 0
212.52 0 100.37 159.32 8.71 1007.8 903.59 28 0
212.52 0 100.37 159.32 8.71 1007.8 903.59 56 1
212.52 0 100.37 159.32 8.71 1007.8 903.59 100 1
212.57 0 100.39 159.35 10.37 1003.8 903.79 3 0
212.57 0 100.39 159.35 10.37 1003.8 903.79 14 0
212.57 0 100.39 159.35 10.37 1003.8 903.79 28 1
212.57 0 100.39 159.35 10.37 1003.8 903.79 56 1
212.57 0 100.39 159.35 10.37 1003.8 903.79 100 1
212 0 124.78 159 7.84 1085.4 799.54 3 0
212 0 124.78 159 7.84 1085.4 799.54 14 0
212 0 124.78 159 7.84 1085.4 799.54 28 1
212 0 124.78 159 7.84 1085.4 799.54 56 1
212 0 124.78 159 7.84 1085.4 799.54 100 1
231.75 0 121.62 173.96 6.72 1056.4 778.45 3 0
231.75 0 121.62 173.96 6.72 1056.4 778.45 14 0
231.75 0 121.62 173.96 6.72 1056.4 778.45 28 0
231.75 0 121.62 173.96 6.72 1056.4 778.45 56 1
231.75 0 121.62 173.96 6.72 1056.4 778.45 100 1
251.37 0 118.27 188.45 5.75 1028.4 757.73 3 0
251.37 0 118.27 188.45 5.75 1028.4 757.73 14 0
251.37 0 118.27 188.45 5.75 1028.4 757.73 28 0
251.37 0 118.27 188.45 5.75 1028.4 757.73 56 1
251.37 0 118.27 188.45 5.75 1028.4 757.73 100 1
251.37 0 118.27 188.45 6.35 1028.4 757.73 3 0
251.37 0 118.27 188.45 6.35 1028.4 757.73 14 0
251.37 0 118.27 188.45 6.35 1028.4 757.73 28 0
251.37 0 118.27 188.45 6.35 1028.4 757.73 56 1
251.37 0 118.27 188.45 6.35 1028.4 757.73 100 1
181.38 0 167.01 169.59 7.56 1055.6 777.8 3 0
181.38 0 167.01 169.59 7.56 1055.6 777.8 14 0
181.38 0 167.01 169.59 7.56 1055.6 777.8 28 0
181.38 0 167.01 169.59 7.56 1055.6 777.8 56 1
181.38 0 167.01 169.59 7.56 1055.6 777.8 100 1
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 3 0
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 14 0
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 28 0
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 56 1
182.04 45.21 121.97 170.21 8.19 1059.4 780.65 100 1
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 3 0
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 14 0
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 28 0
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 56 1
168.88 42.22 124.25 158.33 10.83 1080.8 796.15 100 1
290.35 0 96.18 168.08 9.41 961.18 865 3 0
290.35 0 96.18 168.08 9.41 961.18 865 14 1
290.35 0 96.18 168.08 9.41 961.18 865 28 1
290.35 0 96.18 168.08 9.41 961.18 865 56 1
290.35 0 96.18 168.08 9.41 961.18 865 100 1
277.05 0 97.39 160.6 11.83 973.9 875.61 3 0
277.05 0 97.39 160.6 11.83 973.9 875.61 14 1
277.05 0 97.39 160.6 11.83 973.9 875.61 28 1
277.05 0 97.39 160.6 11.83 973.9 875.61 56 1
277.05 0 97.39 160.6 11.83 973.9 875.61 100 1
295.71 0 95.64 171.54 8.87 955.14 859.2 3 0
295.71 0 95.64 171.54 8.87 955.14 859.2 14 1
295.71 0 95.64 171.54 8.87 955.14 859.2 28 1
295.71 0 95.64 171.54 8.87 955.14 859.2 56 1
295.71 0 95.64 171.54 8.87 955.14 859.2 100 1
251.81 0 99.94 146.14 12.35 1006 899.76 3 0
251.81 0 99.94 146.14 12.35 1006 899.76 14 0
251.81 0 99.94 146.14 12.35 1006 899.76 28 0
251.81 0 99.94 146.14 12.35 1006 899.76 56 1
251.81 0 99.94 146.14 12.35 1006 899.76 100 1
249.1 0 98.75 158.11 12.8 987.76 889.01 3 0
249.1 0 98.75 158.11 12.8 987.76 889.01 14 0
249.1 0 98.75 158.11 12.8 987.76 889.01 28 0
249.1 0 98.75 158.11 12.8 987.76 889.01 56 1
249.1 0 98.75 158.11 12.8 987.76 889.01 100 1
252.31 0 98.75 146.25 14.17 987.76 889.01 3 0
252.31 0 98.75 146.25 14.17 987.76 889.01 14 1
252.31 0 98.75 146.25 14.17 987.76 889.01 28 1
252.31 0 98.75 146.25 14.17 987.76 889.01 56 1
252.31 0 98.75 146.25 14.17 987.76 889.01 100 1
246.83 0 125.08 143.3 11.99 1086.8 800.89 3 0
246.83 0 125.08 143.3 11.99 1086.8 800.89 14 1
246.83 0 125.08 143.3 11.99 1086.8 800.89 28 1
246.83 0 125.08 143.3 11.99 1086.8 800.89 56 1
246.83 0 125.08 143.3 11.99 1086.8 800.89 100 1
275.07 0 121.35 159.48 9.9 1053.6 777.5 3 0
275.07 0 121.35 159.48 9.9 1053.6 777.5 14 1
275.07 0 121.35 159.48 9.9 1053.6 777.5 28 1
275.07 0 121.35 159.48 9.9 1053.6 777.5 56 1
275.07 0 121.35 159.48 9.9 1053.6 777.5 100 1
297.16 0 117.54 174.8 9.52 1022.8 753.45 3 0
297.16 0 117.54 174.8 9.52 1022.8 753.45 14 1
297.16 0 117.54 174.8 9.52 1022.8 753.45 28 1
297.16 0 117.54 174.8 9.52 1022.8 753.45 56 1
297.16 0 117.54 174.8 9.52 1022.8 753.45 100 1
213.74 0 174.74 154.79 10.16 1053.5 776.35 3 0
213.74 0 174.74 154.79 10.16 1053.5 776.35 14 0
213.74 0 174.74 154.79 10.16 1053.5 776.35 28 1
213.74 0 174.74 154.79 10.16 1053.5 776.35 56 1
213.74 0 174.74 154.79 10.16 1053.5 776.35 100 1
213.5 0 174.24 154.61 11.66 1052.3 775.48 3 0
213.5 0 174.24 154.61 11.66 1052.3 775.48 14 0
213.5 0 174.24 154.61 11.66 1052.3 775.48 28 1
213.5 0 174.24 154.61 11.66 1052.3 775.48 56 1
213.5 0 174.24 154.61 11.66 1052.3 775.48 100 1
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 3 0
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 14 1
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 28 1
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 56 1
277.19 97.82 24.46 160.7 11.19 1061.7 782.46 100 1
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 3 0
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 14 1
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 28 1
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 56 1
218.23 54.64 123.78 140.75 11.91 1075.7 792.67 100 1
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 3 0
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 14 1
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 28 1
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 56 1
214.9 53.8 121.89 155.63 9.61 1014.3 780.58 100 1
218.85 0 124.13 158.49 11.33 1078.7 794.91 3 0
218.85 0 124.13 158.49 11.33 1078.7 794.91 14 0
218.85 0 124.13 158.49 11.33 1078.7 794.91 28 0
218.85 0 124.13 158.49 11.33 1078.7 794.91 56 1
218.85 0 124.13 158.49 11.33 1078.7 794.91 100 1
376 0 0 214.6 0 1003.5 762.36 3 0
376 0 0 214.6 0 1003.5 762.36 14 0
376 0 0 214.6 0 1003.5 762.36 28 0
376 0 0 214.6 0 1003.5 762.36 56 1
376 0 0 214.6 0 1003.5 762.36 100 1
500 0 0 140 4 966 853 28 1
475 0 59 142 1.9 1098 641 28 1
315 137 0 145 5.9 1130 745 28 1
505 0 60 195 0 1030 630 28 1
451 0 0 165 11.25 1030 745 28 1
516 0 0 162 8.2 801 802 28 1
520 0 0 170 5.2 855 855 28 1
528 0 0 185 6.86 920 720 28 1
520 0 0 175 5.2 870 805 28 1
385 0 136 158 20 903 768 28 1
500.1 0 0 200 3 1124.4 613.2 28 1
450.1 50 0 200 3 1124.4 613.2 28 1
397 17.2 158 167 20.8 967 633 28 1
333 17.5 163 167 17.9 996 652 28 1
334 17.6 158 189 15.3 967 633 28 1
405 0 0 175 0 1120 695 28 1
200 200 0 190 0 1145 660 28 1
516 0 0 162 8.26 801 802 28 1
145 116 119 184 5.7 833 880 28 0
160 128 122 182 6.4 824 879 28 1
234 156 0 189 5.85 981 760 28 1
250 180 95 159 9.45 860 800 28 1
475 0 0 162 9.5 1044 662 28 1
285 190 0 163 7.6 1031 685 28 1
356 119 0 160 9.03 1061 657 28 1
275 180 120 162 10.35 830 765 28 1
500 0 0 151 9 1033 655 28 1
165 0.02 143.57 163.81 0 1005.6 900.9 3 0
165 128.5 132.1 175.06 8.08 1005.8 746.6 3 0
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 3 0
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 3 0
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 3 0
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 3 0
167 75.4 167 164.03 7.91 1007.3 770.1 3 0
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 3 0
190.34 0 125.18 166.61 9.88 1079 798.9 3 0
250 0 95.69 191.84 5.33 948.9 857.2 3 0
213.5 0 174.24 159.21 11.66 1043.6 771.9 3 0
194.68 0 100.52 170.17 7.48 998 901.8 3 0
251.37 0 118.27 192.94 5.75 1043.6 754.3 3 0
165 0.02 143.57 163.81 0 1005.6 900.9 14 0
165 128.5 132.1 175.06 8.08 1005.8 746.6 14 0
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 14 0
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 14 0
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 14 0
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 14 0
167 75.4 167 164.03 7.91 1007.3 770.1 14 0
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 14 0
190.34 0 125.18 166.61 9.88 1079 798.9 14 0
250 0 95.69 191.84 5.33 948.9 857.2 14 0
213.5 0 174.24 159.21 11.66 1043.6 771.9 14 0
194.68 0 100.52 170.17 7.48 998 901.8 14 0
251.37 0 118.27 192.94 5.75 1043.6 754.3 14 0
165 0.02 143.57 163.81 0 1005.6 900.9 28 0
165 128.5 132.1 175.06 8.08 1005.8 746.6 28 1
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 28 1
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 28 1
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 28 0
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 28 1
167 75.4 167 164.03 7.91 1007.3 770.1 28 1
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 28 1
190.34 0 125.18 166.61 9.88 1079 798.9 28 0
250 0 95.69 191.84 5.33 948.9 857.2 28 0
213.5 0 174.24 159.21 11.66 1043.6 771.9 28 1
194.68 0 100.52 170.17 7.48 998 901.8 28 1
251.37 0 118.27 192.94 5.75 1043.6 754.3 28 0
165 0.02 143.57 163.81 0 1005.6 900.9 56 1
165 128.5 132.1 175.06 8.08 1005.8 746.6 56 1
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 56 1
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 56 1
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 56 1
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 56 1
167 75.4 167 164.03 7.91 1007.3 770.1 56 1
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 56 1
190.34 0 125.18 166.61 9.88 1079 798.9 56 0
250 0 95.69 191.84 5.33 948.9 857.2 56 1
213.5 0 174.24 159.21 11.66 1043.6 771.9 56 1
194.68 0 100.52 170.17 7.48 998 901.8 56 1
251.37 0 118.27 192.94 5.75 1043.6 754.3 56 1
165 0.02 143.57 163.81 0 1005.6 900.9 100 1
165 128.5 132.1 175.06 8.08 1005.8 746.6 100 1
178.03 129.8 118.6 179.94 3.57 1007.3 746.8 100 1
167.35 129.9 128.62 175.46 7.79 1006.3 746.6 100 1
172.38 13.61 172.37 156.76 4.14 1006.3 856.4 100 1
173.54 50.05 173.53 164.77 6.47 1006.2 793.5 100 1
167 75.4 167 164.03 7.91 1007.3 770.1 100 1
173.81 93.37 159.9 172.34 9.73 1007.2 746.6 100 1
190.34 0 125.18 166.61 9.88 1079 798.9 100 0
250 0 95.69 191.84 5.33 948.9 857.2 100 1
213.5 0 174.24 159.21 11.66 1043.6 771.9 100 1
194.68 0 100.52 170.17 7.48 998 901.8 100 1
251.37 0 118.27 192.94 5.75 1043.6 754.3 100 1
446 24 79 162 11.61 967 712 28 1
446 24 79 162 11.64 967 712 28 1
446 24 79 162 11.64 967 712 28 1
446 24 79 162 10.3 967 712 28 1
446 24 79 162 11.61 967 712 3 1
446 24 79 162 11.64 967 712 3 0
446 24 79 162 11.64 967 712 3 0
446 24 79 162 11.61 967 712 7 1
446 24 79 162 11.64 967 712 7 1
446 24 79 162 11.64 967 712 7 1
446 24 79 162 11.61 967 712 56 1
446 24 79 162 11.64 967 712 56 1
446 24 79 162 11.64 967 712 56 1
446 24 79 162 10.3 967 712 56 1
387 20 94 157 14.32 938 845 28 1
387 20 94 157 13.93 938 845 28 1
387 20 94 157 11.61 938 845 28 1
387 20 94 157 14.32 938 845 3 0
387 20 94 157 13.93 938 845 3 0
387 20 94 157 11.61 938 845 3 1
387 20 94 157 14.32 938 845 7 1
387 20 94 157 13.93 938 845 7 1
387 20 94 157 11.61 938 845 7 1
387 20 94 157 14.32 938 845 56 1
387 20 94 157 13.93 938 845 56 1
387 20 94 157 11.61 938 845 56 1
355 19 97 145 13.13 967 871 28 1
355 19 97 145 12.25 967 871 28 1
491 26 123 210 3.93 882 699 28 1
491 26 123 201 3.93 822 699 28 1
491 26 123 210 3.93 882 699 3 0
491 26 123 210 3.93 882 699 7 0
491 26 123 210 3.93 882 699 56 1
491 26 123 201 3.93 822 699 3 0
491 26 123 201 3.93 822 699 7 1
491 26 123 201 3.93 822 699 56 1
424 22 132 178 8.48 822 750 28 1
424 22 132 178 8.48 882 750 3 0
424 22 132 168 8.92 822 750 28 1
424 22 132 178 8.48 822 750 7 1
